id,monthly_airbnb_revenue,yearly_airbnb_revenue,total_reservation_days
6972554,2903.25,34839,237
12917057,2903.25,34839,237
30421981,1195.833333,14350,41
9532665,2903.25,34839,237
11547077,2903.25,34839,237
9543678,2903.25,34839,237
42584450,613.3333333,7360,64
7.86876E+17,2903.25,34839,237
9.14592E+17,1137.5,13650,195
11573695,2903.25,34839,237
9588699,2903.25,34839,237
9589179,2903.25,34839,237
54281603,0,0,0
9594892,2903.25,34839,237
12950979,2903.25,34839,237
6957328,2903.25,34839,237
1.12691E+18,1052.083333,12625,101
11522815,2903.25,34839,237
7.95584E+17,2712.5,32550,186
8.38397E+17,3486,41832,249
9563436,2903.25,34839,237
1.2196E+18,204.1666667,2450,49
8324941,12.5,150,1
6837529,2903.25,34839,237
1.09071E+18,71.5,858,26
6833000,2903.25,34839,237
6.87165E+17,0,0,0
6.03533E+17,2903.25,34839,237
1.06007E+18,525.5833333,6307,119
1.19301E+18,4133.333333,49600,62
1.08571E+18,332.75,3993,121
1.13113E+18,26.25,315,1
7038801,4275.25,51303,349
1.09573E+18,352.9166667,4235,121
1.17674E+18,1147.5,13770,102
7.21617E+17,367.5,4410,30
9627513,2903.25,34839,237
11690477,2903.25,34839,237
49645125,3736.25,44835,105
7074504,2903.25,34839,237
7084621,2903.25,34839,237
7.26343E+17,2903.25,34839,237
7066122,2903.25,34839,237
6.88006E+17,2903.25,34839,237
9664497,2903.25,34839,237
16364067,2903.25,34839,237
1.11297E+18,4373.25,52479,357
9.2011E+17,3022.5,36270,130
9.52106E+17,452.3333333,5428,118
8.9456E+17,110.25,1323,9
7048508,2903.25,34839,237
1.014E+18,2316.666667,27800,278
9615815,2903.25,34839,237
9.65709E+17,9510.333333,114124,277
9635223,2903.25,34839,237
6.12133E+17,2903.25,34839,237
16475935,2903.25,34839,237
1.17307E+18,332.75,3993,121
1.01063E+18,2816,33792,88
20668002,2903.25,34839,237
16498294,2903.25,34839,237
1.06958E+18,45.83333333,550,10
8.94323E+17,4661,55932,79
16630483,2903.25,34839,237
8.20546E+17,134.75,1617,11
6.88186E+17,2903.25,34839,237
50762178,266.6666667,3200,25
7032396,2903.25,34839,237
9612938,3528,42336,288
7035579,2903.25,34839,237
1.09564E+18,25141.5,301698,302
20570291,2903.25,34839,237
16442999,2903.25,34839,237
54291234,5343.75,64125,171
16454164,2903.25,34839,237
16456957,2903.25,34839,237
20588062,2903.25,34839,237
20802860,2903.25,34839,237
20812365,2903.25,34839,237
20814478,2903.25,34839,237
20817201,4177.25,50127,341
9.04524E+17,410000,4920000,246
20895434,2903.25,34839,237
916105,2331,27972,259
471758,2903.25,34839,237
8.34899E+17,682,8184,33
52842845,0,0,0
9.14086E+17,14025,168300,51
20619757,2903.25,34839,237
8.70213E+17,23.33333333,280,1
16475309,2903.25,34839,237
8.94561E+17,73.5,882,6
20730891,2903.25,34839,237
16554488,2903.25,34839,237
8.94563E+17,857.5,10290,70
8.94564E+17,845.25,10143,69
8.94868E+17,2903.25,34839,237
20844601,2903.25,34839,237
20527413,2903.25,34839,237
8.34793E+17,384.25,4611,29
16874685,2903.25,34839,237
1.15716E+18,8492,101904,193
7.55407E+17,88.83333333,1066,26
21095257,2903.25,34839,237
1.1803E+18,20.83333333,250,1
53603491,1032.5,12390,118
17000577,2903.25,34839,237
51725178,0,0,0
7.66664E+17,8107.416667,97289,359
46194687,2903.25,34839,237
1.1001E+18,1101.083333,13213,181
21094022,2903.25,34839,237
400039,2903.25,34839,237
2565087,2903.25,34839,237
1.11733E+18,3662.75,43953,299
4053249,2903.25,34839,237
4606385,2903.25,34839,237
1886294,2903.25,34839,237
21108401,2903.25,34839,237
17031720,2903.25,34839,237
1.11978E+18,11563.75,138765,319
17043148,2903.25,34839,237
6.2877E+17,1946.666667,23360,292
20895982,2903.25,34839,237
20899010,2903.25,34839,237
20991704,2903.25,34839,237
16932674,2903.25,34839,237
1.08995E+18,1176,14112,96
16930274,2903.25,34839,237
16954154,2903.25,34839,237
9.23901E+17,9.166666667,110,1
4691649,2903.25,34839,237
8.07172E+17,712,8544,32
8554547,105,1260,18
17365636,2903.25,34839,237
17450190,3381,40572,276
7.6666E+17,16214.83333,194578,359
46213282,2903.25,34839,237
17495518,2903.25,34839,237
17529216,2903.25,34839,237
46216955,2903.25,34839,237
8.82443E+17,245.4166667,2945,31
46215494,2903.25,34839,237
46213647,2903.25,34839,237
21212488,2903.25,34839,237
17304795,2903.25,34839,237
18049856,2903.25,34839,237
18062797,2903.25,34839,237
1.18099E+18,3650.5,43806,298
1.18099E+18,3246.25,38955,265
1.18099E+18,3503.5,42042,286
16846918,2903.25,34839,237
20954729,2903.25,34839,237
6.12147E+17,3748.5,44982,306
20957575,2903.25,34839,237
1.02932E+18,10534.33333,126412,286
54328203,387.5,4650,31
21183312,2903.25,34839,237
1.16817E+18,7258.333333,87100,260
21209950,2903.25,34839,237
8.59119E+17,2224.25,26691,93
47848606,0,0,0
18347330,2903.25,34839,237
13376886,2903.25,34839,237
13389756,2903.25,34839,237
13395084,2903.25,34839,237
7.59444E+17,2903.25,34839,237
9458704,3487.5,41850,186
34816480,34875,418500,186
17684912,2903.25,34839,237
51269470,0,0,0
52507609,0,0,0
9.73899E+17,49.91666667,599,1
42788958,163.3333333,1960,28
18013489,2903.25,34839,237
2659448,1032.5,12390,118
18404936,698.25,8379,57
1.18099E+18,3111.5,37338,254
1.18099E+18,3491.25,41895,285
3311834,796.5,9558,118
18124493,2903.25,34839,237
18155865,2903.25,34839,237
18170615,2903.25,34839,237
18264659,490,5880,40
13511798,2903.25,34839,237
18586787,2903.25,34839,237
53544214,1183.333333,14200,71
18408236,2903.25,34839,237
8.94877E+17,2903.25,34839,237
1.13609E+18,580,6960,120
7.45051E+17,1488.666667,17864,56
7.72463E+17,666.6666667,8000,25
18585546,2903.25,34839,237
18616809,2903.25,34839,237
13531199,2903.25,34839,237
1.15608E+18,6187.5,74250,198
18680331,2903.25,34839,237
1.22123E+18,0,0,0
1.16875E+18,14907.58333,178891,289
13446580,2903.25,34839,237
1.0942E+18,2903.25,34839,237
13477342,2903.25,34839,237
52509268,1445.5,17346,118
18803472,2903.25,34839,237
1.14647E+18,7113.75,85365,271
18840688,2903.25,34839,237
54183564,2239.833333,26878,302
18876659,2903.25,34839,237
1.1769E+18,5012.666667,60152,206
13604485,2903.25,34839,237
13618148,2903.25,34839,237
18704012,2903.25,34839,237
48767648,317.75,3813,31
9.68889E+17,1642.5,19710,219
48312829,2903.25,34839,237
24334761,181.3333333,2176,34
50563721,0,0,0
19141391,2903.25,34839,237
13937701,2903.25,34839,237
13942612,2903.25,34839,237
19163061,2903.25,34839,237
19164628,2903.25,34839,237
9.47226E+17,6432.5,77190,310
8.73116E+17,6105,73260,333
13746962,2903.25,34839,237
9.95542E+17,1333.333333,16000,160
19069900,2903.25,34839,237
13857521,2903.25,34839,237
13876809,2903.25,34839,237
53545175,4312,51744,352
30764476,4253.333333,51040,352
19049402,2903.25,34839,237
19054683,2903.25,34839,237
13882858,2903.25,34839,237
13881622,2903.25,34839,237
19093551,2903.25,34839,237
1.0948E+18,4459,53508,364
13936824,2903.25,34839,237
19164752,2903.25,34839,237
19180787,2903.25,34839,237
14317995,2903.25,34839,237
50105429,0,0,0
19385872,2903.25,34839,237
6.61166E+17,1002,12024,334
1.17103E+18,2903.25,34839,237
19424753,2903.25,34839,237
19096160,2903.25,34839,237
14032445,2903.25,34839,237
14036911,2903.25,34839,237
14058251,2903.25,34839,237
14092808,2903.25,34839,237
19294702,2903.25,34839,237
19314671,2903.25,34839,237
8.61536E+17,3083.333333,37000,185
1.16441E+18,162.1666667,1946,2
19332077,2903.25,34839,237
46290411,2903.25,34839,237
14353077,2903.25,34839,237
6.88451E+17,2903.25,34839,237
6.14423E+17,2903.25,34839,237
19195474,2903.25,34839,237
13997385,2903.25,34839,237
13997539,2903.25,34839,237
13998679,2903.25,34839,237
1.1175E+18,8358.333333,100300,236
19176790,2903.25,34839,237
19192149,2903.25,34839,237
7.59409E+17,2903.25,34839,237
50643073,2903.25,34839,237
14274403,2903.25,34839,237
14353103,2903.25,34839,237
19438593,2903.25,34839,237
14406807,2903.25,34839,237
14406256,2903.25,34839,237
14421313,2903.25,34839,237
14445481,2903.25,34839,237
6.96812E+17,1063.333333,12760,88
19459060,2903.25,34839,237
19542512,2903.25,34839,237
8.08648E+17,1955,23460,276
7329781,14231.25,170775,275
14707648,2903.25,34839,237
8.95288E+17,232.75,2793,19
22258326,3338.666667,40064,313
14760402,2903.25,34839,237
1.18983E+18,24.5,294,2
14781268,2903.25,34839,237
19587940,2903.25,34839,237
7.31785E+17,916.6666667,11000,275
19555750,2903.25,34839,237
19226317,2903.25,34839,237
7.66668E+17,10321.25,123855,359
14536056,2903.25,34839,237
7.36936E+17,1674.75,20097,87
19487781,2903.25,34839,237
19531805,2903.25,34839,237
9.4559E+17,4036.666667,48440,173
52797203,2240.333333,26884,143
15085833,2903.25,34839,237
14835670,2903.25,34839,237
14933893,2903.25,34839,237
14945274,2903.25,34839,237
7.21216E+17,845.5,10146,57
8.56843E+17,0,0,0
7.36115E+17,2666.666667,32000,40
15162388,2903.25,34839,237
1.19077E+18,352,4224,96
15323284,2903.25,34839,237
15358881,2903.25,34839,237
53606452,806.6666667,9680,88
15482512,2903.25,34839,237
15518025,2903.25,34839,237
8.24581E+17,0,0,0
19745541,2903.25,34839,237
15396328,2903.25,34839,237
42274209,0,0,0
48461879,2903.25,34839,237
15482081,2903.25,34839,237
1.13621E+18,1220,14640,122
15543090,2903.25,34839,237
49159620,199.5,2394,57
15033685,4422.25,53067,361
7.86183E+17,4226.25,50715,345
30394053,11604.66667,139256,338
15481609,2903.25,34839,237
19785676,2903.25,34839,237
5.45163E+17,3831.666667,45980,190
9.71595E+17,4410,52920,360
43542791,2903.25,34839,237
15581667,2903.25,34839,237
1.21743E+18,481.8333333,5782,118
1.09562E+18,22144.5,265734,266
15663543,2903.25,34839,237
49871065,646.6666667,7760,97
15663586,2903.25,34839,237
19858046,2903.25,34839,237
19884639,2903.25,34839,237
15783413,2903.25,34839,237
15726990,2903.25,34839,237
32801102,4700.333333,56404,236
1.0973E+18,468,5616,108
8.83193E+17,2557.833333,30694,149
15787037,2903.25,34839,237
8504666,0,0,0
19908261,2903.25,34839,237
15915176,2903.25,34839,237
16055176,2903.25,34839,237
20090567,2903.25,34839,237
20125262,2903.25,34839,237
15874245,2903.25,34839,237
15927523,2903.25,34839,237
1.045E+18,2018.333333,24220,173
1.17674E+18,2903.25,34839,237
1.19165E+18,2903.25,34839,237
15971342,2903.25,34839,237
15987217,2903.25,34839,237
20188905,2903.25,34839,237
16174929,2903.25,34839,237
20206749,2903.25,34839,237
16190110,2903.25,34839,237
8.3757E+17,1080.916667,12971,119
9544410,7282.916667,87395,227
1530386,0,0,0
20257357,2903.25,34839,237
16213608,2903.25,34839,237
51451368,1397.5,16770,129
20321803,2903.25,34839,237
9.04524E+17,410000,4920000,246
39553672,1295.25,15543,99
7.90946E+17,9600,115200,360
1.16469E+18,118,1416,2
19983748,2903.25,34839,237
8.95287E+17,306.25,3675,25
4677654,92,1104,23
20282225,2903.25,34839,237
16122223,2903.25,34839,237
16162621,2903.25,34839,237
16253465,2903.25,34839,237
20365504,2903.25,34839,237
1.07242E+18,1046.5,12558,91
6.16106E+17,9654.666667,115856,104
16352907,2903.25,34839,237
1.20349E+18,1087.5,13050,174
15326243,0,0,0
21262243,2903.25,34839,237
21275837,2903.25,34839,237
21287982,2903.25,34839,237
21254718,2903.25,34839,237
21317156,2903.25,34839,237
36147561,2493.75,29925,75
1.13755E+18,605,7260,121
21355005,2903.25,34839,237
1.09276E+18,505,6060,101
21828822,2903.25,34839,237
1.18515E+18,0,0,0
53604779,462,5544,56
9.04524E+17,410000,4920000,246
16301464,2903.25,34839,237
16333607,2903.25,34839,237
16338086,2903.25,34839,237
50700543,2903.25,34839,237
1.0465E+18,368,4416,96
21736598,2903.25,34839,237
21481778,2903.25,34839,237
1.11753E+18,1320,15840,264
21942269,2903.25,34839,237
22338852,2903.25,34839,237
22151067,2903.25,34839,237
50812445,2903.25,34839,237
32714790,2680,32160,201
21968568,2903.25,34839,237
52558166,3981.25,47775,325
21501507,2903.25,34839,237
21621231,2903.25,34839,237
8.46546E+17,8279.833333,99358,302
52389697,1103.333333,13240,331
9.92285E+17,452.3333333,5428,92
6.66482E+17,280,3360,12
6.30134E+17,1092.5,13110,57
26295433,2903.25,34839,237
36108675,5296.5,63558,33
21816757,2903.25,34839,237
21736164,2903.25,34839,237
50723925,2903.25,34839,237
22064022,2903.25,34839,237
21906858,2903.25,34839,237
22086471,2903.25,34839,237
6.72522E+17,4190.25,50283,151
23053827,2903.25,34839,237
39193812,1291.666667,15500,62
23233925,2903.25,34839,237
1.10662E+18,0,0,0
7.1163E+17,0,0,0
30154255,1059.666667,12716,34
7.58629E+17,5041.666667,60500,242
22030593,2903.25,34839,237
50845735,2903.25,34839,237
6.5228E+17,0,0,0
29103450,2903.25,34839,237
29855796,2903.25,34839,237
26297631,1176,14112,96
50831816,2609.25,31311,213
1.04399E+18,9243.5,110922,266
24356861,2903.25,34839,237
43667729,2903.25,34839,237
24426631,2903.25,34839,237
15411988,2112,25344,192
25416424,2903.25,34839,237
29256134,2903.25,34839,237
48677256,2903.25,34839,237
8.23941E+17,1260,15120,112
9.0295E+17,62.41666667,749,1
1.11758E+18,3959.583333,47515,85
25284006,2903.25,34839,237
9.37116E+17,960,11520,96
6.49075E+17,0,0,0
8.0204E+17,10878.66667,130544,199
48413404,0,0,0
8.38396E+17,12872.75,154473,341
24514490,4459,53508,364
47179845,253.3333333,3040,16
24398061,2903.25,34839,237
24540935,2903.25,34839,237
30585315,1338.75,16065,119
8.37706E+17,0,0,0
50105297,0,0,0
53992289,2275,27300,210
29847492,972,11664,108
1.19937E+18,475,5700,20
9.90743E+17,933.3333333,11200,64
35580609,80,960,1
30393377,2224,26688,64
49299232,2036.666667,24440,188
26473576,2903.25,34839,237
24572885,2903.25,34839,237
1.14274E+18,280,3360,24
25510480,2903.25,34839,237
43689646,2903.25,34839,237
46544008,2903.25,34839,237
1330056,42.5,510,51
28316936,2903.25,34839,237
7090264,560,6720,56
25839759,2903.25,34839,237
29515916,2903.25,34839,237
24734680,2903.25,34839,237
1.2035E+18,1581.25,18975,253
50872208,4459,53508,364
29520126,2903.25,34839,237
29455559,2903.25,34839,237
21836461,2903.25,34839,237
25895132,2903.25,34839,237
24748187,2903.25,34839,237
26987448,2903.25,34839,237
43354556,7543.666667,90524,212
25534630,2903.25,34839,237
25804768,2903.25,34839,237
30091911,2903.25,34839,237
26812606,2903.25,34839,237
25870840,2903.25,34839,237
27065834,2903.25,34839,237
28519623,2903.25,34839,237
9.8376E+17,3565,42780,69
48809059,2903.25,34839,237
7.26412E+17,0,0,0
29590847,2903.25,34839,237
48810304,2903.25,34839,237
1.06526E+18,8060,96720,260
14692459,410.8333333,4930,34
43741958,61.25,735,5
1.05016E+18,306,3672,27
43738037,110.25,1323,9
29780863,2903.25,34839,237
20089645,883.3333333,10600,212
25012767,2903.25,34839,237
43315319,4769.166667,57230,295
27681714,2903.25,34839,237
7.43405E+17,3250,39000,300
24630272,2903.25,34839,237
24653197,2903.25,34839,237
54213367,0,0,0
1.04399E+18,6121.25,73455,177
26663094,2903.25,34839,237
24653572,2903.25,34839,237
28500619,4275.25,51303,349
29546132,2903.25,34839,237
27029894,2903.25,34839,237
28514974,2903.25,34839,237
24855025,2903.25,34839,237
29965041,2903.25,34839,237
27279139,2903.25,34839,237
28664899,2903.25,34839,237
1.04711E+18,360,4320,96
21638538,2903.25,34839,237
28730581,4140.5,49686,338
26032155,2903.25,34839,237
24921584,2903.25,34839,237
21357119,2903.25,34839,237
24936179,2903.25,34839,237
1.06526E+18,10143,121716,252
26063230,0,0,0
499249,2903.25,34839,237
29942321,2903.25,34839,237
26127726,2903.25,34839,237
24963166,2903.25,34839,237
24959295,2903.25,34839,237
5.39743E+17,0,0,0
9.41905E+17,1120,13440,96
49470050,14461.5,173538,186
29674246,2903.25,34839,237
26225021,2903.25,34839,237
1.1899E+18,55.66666667,668,2
52871655,156.25,1875,15
27776926,2903.25,34839,237
40047091,5679,68148,108
25193004,2903.25,34839,237
1.08977E+18,3693.75,44325,197
9.16511E+17,8593.75,103125,275
32039742,2903.25,34839,237
26134638,2903.25,34839,237
1.1381E+18,3.333333333,40,1
27542205,2903.25,34839,237
30019180,2903.25,34839,237
29701465,2903.25,34839,237
8.96496E+17,2903.25,34839,237
1.09485E+18,4263,51156,348
30444773,2903.25,34839,237
30451593,2903.25,34839,237
35458517,2903.25,34839,237
28506359,12.25,147,1
25905991,2903.25,34839,237
30521015,2903.25,34839,237
30526468,2903.25,34839,237
30447204,3405.5,40866,278
4714854,0,0,0
30466053,2903.25,34839,237
21365714,2903.25,34839,237
1.06526E+18,9529.666667,114356,253
32089161,2903.25,34839,237
30507928,2903.25,34839,237
21558456,2903.25,34839,237
32381021,2903.25,34839,237
51321125,0,0,0
1.00362E+18,8171.5,98058,118
30588700,2903.25,34839,237
5.75124E+17,11800,141600,295
1.18985E+18,55.66666667,668,2
43744716,2903.25,34839,237
9.58171E+17,1575.416667,18905,95
30739988,2903.25,34839,237
8.22516E+17,10899.58333,130795,185
1.11241E+18,0,0,0
32668910,2903.25,34839,237
6.14693E+17,4459,53508,364
32744022,2903.25,34839,237
43753276,183.75,2205,15
30799325,2903.25,34839,237
6.17552E+17,2903.25,34839,237
31036861,2903.25,34839,237
35466334,2903.25,34839,237
35479956,2278.5,27342,186
1.04125E+18,1452.5,17430,105
10341262,2001.333333,24016,158
30489218,2903.25,34839,237
48910461,2903.25,34839,237
30554810,2903.25,34839,237
34316911,2903.25,34839,237
8.97451E+17,220.5,2646,18
1.13745E+18,461.25,5535,123
21833654,2903.25,34839,237
32805276,2903.25,34839,237
9.69559E+17,1635,19620,218
8.37554E+17,0,0,0
28177443,398,4776,24
32860541,2903.25,34839,237
15266254,48.33333333,580,1
19413467,0,0,0
8.97188E+17,18.16666667,218,2
53862381,2903.25,34839,237
30938219,2903.25,34839,237
50999685,2903.25,34839,237
1.1168E+18,705.6666667,8468,146
9.52825E+17,1000,12000,96
51003110,2903.25,34839,237
35512005,2903.25,34839,237
8.57137E+17,88.83333333,1066,26
13624873,1812.5,21750,290
21756084,2903.25,34839,237
7.00065E+17,58.33333333,700,2
30525544,2903.25,34839,237
35499352,2903.25,34839,237
34436638,2903.25,34839,237
34471928,2903.25,34839,237
23746579,410.8333333,4930,29
6.98813E+17,550,6600,150
34509926,2903.25,34839,237
31094549,2903.25,34839,237
9.43685E+17,2314.75,27777,197
34595632,2903.25,34839,237
1.12254E+18,580,6960,120
9.63815E+17,5600,67200,336
35162306,2903.25,34839,237
46641129,2903.25,34839,237
8.23802E+17,8725.833333,104710,185
33489978,2903.25,34839,237
33529806,2903.25,34839,237
31128175,2903.25,34839,237
46671880,2903.25,34839,237
31211176,4103.75,49245,335
1.12681E+18,9977.25,119727,251
6.91812E+17,2903.25,34839,237
35793925,2903.25,34839,237
43790037,2903.25,34839,237
33664484,1800.75,21609,147
7.88512E+17,17.5,210,3
8.97454E+17,257.25,3087,21
8131995,5060,60720,276
9.19699E+17,3317,39804,186
31205946,2903.25,34839,237
52631606,2903.25,34839,237
43310157,4727.25,56727,297
44631766,554.0833333,6649,61
9.08973E+17,20954.16667,251450,214
33852604,4459,53508,364
33875614,4201.75,50421,343
33772781,2903.25,34839,237
33880238,2903.25,34839,237
43887651,2903.25,34839,237
43267312,5250,63000,315
31542692,2903.25,34839,237
6.7268E+17,2745,32940,90
31560410,2903.25,34839,237
30169107,4079.25,48951,333
30175521,2903.25,34839,237
50535731,797.5,9570,87
35603341,2012.5,24150,210
1.01021E+18,1200,14400,96
31596519,2903.25,34839,237
34759503,2903.25,34839,237
30183428,2903.25,34839,237
35281795,2903.25,34839,237
34788810,2903.25,34839,237
1.01446E+18,12,144,2
1.10309E+18,540,6480,108
30187850,2903.25,34839,237
46758057,2903.25,34839,237
1.20796E+18,0,0,0
33964014,2903.25,34839,237
31670625,2903.25,34839,237
31682228,2903.25,34839,237
52670276,3332,39984,272
44320572,5530,66360,316
31319380,2903.25,34839,237
31339496,12.25,147,1
41895103,0,0,0
35284472,2903.25,34839,237
47919864,0,0,0
1.06019E+18,428.4166667,5141,97
1.01894E+18,441,5292,126
1.16997E+18,712.5,8550,95
1.18273E+18,6400,76800,192
9.91623E+17,2936.25,35235,261
30477526,3225,38700,258
9.49904E+17,3040,36480,304
1.17755E+18,441,5292,108
8.97452E+17,73.5,882,6
1.09555E+18,2903.25,34839,237
8.97456E+17,159.25,1911,13
9.55584E+17,1693.333333,20320,127
43932082,2903.25,34839,237
30231026,2903.25,34839,237
30244166,2903.25,34839,237
51403039,2903.25,34839,237
1.12378E+18,257.25,3087,63
35316405,2903.25,34839,237
6.73875E+17,1656.666667,19880,142
46779286,2903.25,34839,237
6.92387E+17,2903.25,34839,237
48809258,0,0,0
35402920,2903.25,34839,237
49051881,4459,53508,364
48404504,0,0,0
31924097,2903.25,34839,237
35415121,2903.25,34839,237
43843432,2903.25,34839,237
6.91939E+17,0,0,0
8.38402E+17,1340.166667,16082,43
8.97457E+17,196,2352,16
30324273,0,0,0
34042173,2903.25,34839,237
5.45653E+17,1318.333333,15820,113
52184522,5869.5,70434,182
46788208,2903.25,34839,237
35373350,2903.25,34839,237
35686594,2903.25,34839,237
30350359,2903.25,34839,237
35689855,2903.25,34839,237
8.97461E+17,245,2940,20
8.94884E+17,2903.25,34839,237
6.20194E+17,2903.25,34839,237
6.4342E+17,1493.333333,17920,112
35707945,2903.25,34839,237
3585452,1525.666667,18308,199
48871242,0,0,0
805028,2903.25,34839,237
1.09558E+18,4446.75,53361,363
48809400,0,0,0
53915505,0,0,0
30443030,2903.25,34839,237
35430525,2903.25,34839,237
34975935,2903.25,34839,237
9.03703E+17,0,0,0
7.26077E+17,7359.5,88314,359
42002119,2903.25,34839,237
42813732,2903.25,34839,237
40666703,2903.25,34839,237
39253388,4324.25,51891,353
6.72501E+17,2288,27456,104
37393364,2903.25,34839,237
8.73086E+17,0,0,0
37424915,2903.25,34839,237
37452873,4422.25,53067,361
40701124,2903.25,34839,237
43457055,2903.25,34839,237
49421625,7573.75,90885,249
30400465,2290.75,27489,187
505231,2903.25,34839,237
39314886,2903.25,34839,237
40677959,2903.25,34839,237
39327039,2903.25,34839,237
43297952,2903.25,34839,237
4822181,406,4872,29
37497614,2903.25,34839,237
8.75236E+17,0,0,0
1.04629E+18,3980.416667,47765,205
7.26845E+17,7380,88560,360
37563625,2903.25,34839,237
6.67316E+17,4536.833333,54442,163
39530302,2903.25,34839,237
37671932,2903.25,34839,237
47755393,0,0,0
37687769,2903.25,34839,237
9.83463E+17,1795.416667,21545,139
37690046,2903.25,34839,237
43266587,4312,51744,352
41959882,2903.25,34839,237
1.21794E+18,8235.75,98829,237
50310472,0,0,0
52162163,5289,63468,164
8.51515E+17,368.75,4425,59
37763951,2903.25,34839,237
40861223,2903.25,34839,237
39562028,2903.25,34839,237
39630715,3454.5,41454,282
6.68337E+17,1300,15600,195
49738307,10005.41667,120065,185
39648018,2903.25,34839,237
41928437,2903.25,34839,237
37457512,2903.25,34839,237
1.02919E+18,1063.75,12765,111
1.07909E+18,2262.5,27150,181
40777336,2903.25,34839,237
40783447,2903.25,34839,237
40781102,2903.25,34839,237
9.55648E+17,5746,68952,169
39650425,2903.25,34839,237
1.13848E+18,3696,44352,144
42974078,2903.25,34839,237
39818487,2903.25,34839,237
42100726,2903.25,34839,237
8.25404E+17,2193.75,26325,135
46070335,143.75,1725,69
51412408,2266.25,27195,185
51483825,0,0,0
39748190,2903.25,34839,237
1.07123E+18,1657.5,19890,306
8.9746E+17,392,4704,32
1.09584E+18,2903.25,34839,237
35874311,2903.25,34839,237
39843036,2903.25,34839,237
1.23016E+18,0,0,0
37910970,2903.25,34839,237
42022514,2903.25,34839,237
37769295,2903.25,34839,237
9.60155E+17,930.4166667,11165,29
8.83285E+17,3887,46644,138
6.21934E+17,0,0,0
46832297,2903.25,34839,237
39925395,2903.25,34839,237
37943586,2903.25,34839,237
43986314,4446.75,53361,363
51035025,2850.833333,34210,311
36073776,2903.25,34839,237
40015168,2903.25,34839,237
42989701,2903.25,34839,237
39965266,3368.75,40425,275
1.09785E+18,574.75,6897,121
36076577,2903.25,34839,237
40055504,2903.25,34839,237
5.48673E+17,317.3333333,3808,34
42206628,2903.25,34839,237
40920440,2903.25,34839,237
7.66667E+17,6641.5,79698,359
40946832,2903.25,34839,237
36146653,2903.25,34839,237
43011035,2903.25,34839,237
43022394,2903.25,34839,237
43021708,2903.25,34839,237
40091096,2903.25,34839,237
37316929,1050,12600,90
43034073,2903.25,34839,237
36241782,2903.25,34839,237
43022644,2903.25,34839,237
40122178,2903.25,34839,237
36307792,2903.25,34839,237
38072539,2903.25,34839,237
43034137,2903.25,34839,237
36311265,2903.25,34839,237
7.99513E+17,2279,27348,318
9.79702E+17,4459,53508,364
40178205,2903.25,34839,237
41027184,2903.25,34839,237
40171561,2903.25,34839,237
38159915,2903.25,34839,237
41867299,940.5,11286,99
1.06749E+18,19944.5,239334,226
36533065,2903.25,34839,237
7.46314E+17,0,0,0
36592512,2903.25,34839,237
45830845,1633.333333,19600,140
38377425,2903.25,34839,237
37953352,2903.25,34839,237
36069532,2903.25,34839,237
49394418,2903.25,34839,237
6407534,3716.666667,44600,223
14408114,208.3333333,2500,1
37997011,0,0,0
36210670,2903.25,34839,237
36222367,2903.25,34839,237
43023204,2903.25,34839,237
43013278,2903.25,34839,237
6.21952E+17,2903.25,34839,237
36368048,2903.25,34839,237
36381909,2903.25,34839,237
1.14145E+18,580,6960,120
36387416,2903.25,34839,237
66275,182.4166667,2189,11
47267003,1685.25,20223,107
42364937,2903.25,34839,237
8.75244E+17,0,0,0
1.02247E+18,6533.333333,78400,245
41082583,2903.25,34839,237
37779494,9945,119340,306
43477970,2903.25,34839,237
6.06545E+17,878.75,10545,95
38363300,2903.25,34839,237
1.10803E+18,8783.25,105399,239
1.08026E+18,4095,49140,117
8525172,166.6666667,2000,4
36569876,2903.25,34839,237
11114607,2057.25,24687,211
40341041,2903.25,34839,237
1.09658E+18,2.916666667,35,1
6.58761E+17,1928.916667,23147,79
38485346,2903.25,34839,237
38497561,2903.25,34839,237
44338565,2903.25,34839,237
51303562,2903.25,34839,237
9.82533E+17,7058.333333,84700,55
38522305,2903.25,34839,237
40394315,2903.25,34839,237
42511429,2903.25,34839,237
36637775,2903.25,34839,237
40492034,2903.25,34839,237
41372828,2903.25,34839,237
38797417,2903.25,34839,237
36939782,2903.25,34839,237
38822413,2903.25,34839,237
38558695,2903.25,34839,237
40428207,2903.25,34839,237
43111767,294,3528,24
36776377,2903.25,34839,237
41242461,2903.25,34839,237
40488178,2903.25,34839,237
36844943,2903.25,34839,237
36794104,2903.25,34839,237
14339989,7509.916667,90119,227
1.02117E+18,7800.916667,93611,311
41270387,2903.25,34839,237
41294234,2903.25,34839,237
42529743,2903.25,34839,237
51059180,2652.333333,31828,109
38698551,2903.25,34839,237
51306886,2903.25,34839,237
41405716,2903.25,34839,237
41404723,2903.25,34839,237
255957,1691.25,20295,41
1.06068E+18,290.6666667,3488,109
7.90946E+17,1840,22080,69
40538432,2903.25,34839,237
7.66668E+17,2146,25752,116
8.83329E+17,5295.333333,63544,188
41499645,2903.25,34839,237
1.12238E+18,485.9166667,5831,119
40587185,2903.25,34839,237
1.03215E+18,1226.666667,14720,128
54028410,7883.25,94599,207
7.66667E+17,6641.5,79698,359
53106068,0,0,0
39878242,1349.833333,16198,26
22050058,2903.25,34839,237
