id,monthly_airbnb_revenue,yearly_airbnb_revenue,total_reservation_days
8.15172E+17,2903.25,34839,237
7.2909E+17,2903.25,34839,237
46887738,3559.833333,42718,106
37532987,125.6666667,1508,26
8.0025E+17,0,0,0
1.06663E+18,11178,134136,207
7.77172E+17,1711.25,20535,185
6.59342E+17,2903.25,34839,237
8.9903E+17,2903.25,34839,237
8.9903E+17,2903.25,34839,237
8.98846E+17,4459,53508,364
1.09712E+18,2903.25,34839,237
2461439,1332.5,15990,123
30570342,1718.75,20625,275
9.00275E+17,330.75,3969,27
8.99939E+17,2903.25,34839,237
9.00276E+17,428.75,5145,35
7.60316E+17,7626.666667,91520,352
6660511,50,600,2
51008582,5573.166667,66878,119
1.15778E+18,615,7380,123
1.111E+18,1445.5,17346,118
1.18837E+18,7378,88536,136
20913,2903.25,34839,237
8.24834E+17,2903.25,34839,237
8.29274E+17,2903.25,34839,237
584122,2903.25,34839,237
8.30663E+17,2903.25,34839,237
39435811,0,0,0
53155237,3291.666667,39500,316
8.32684E+17,2903.25,34839,237
8.40162E+17,2903.25,34839,237
8.4008E+17,2903.25,34839,237
9.16909E+17,4079.25,48951,333
868548,2903.25,34839,237
1.08483E+18,1109.25,13311,87
101053,2903.25,34839,237
1.21885E+18,665,7980,57
872210,2903.25,34839,237
23120142,4385.5,52626,358
8.4764E+17,2903.25,34839,237
1.0155E+18,2903.25,34839,237
8.48017E+17,2903.25,34839,237
148201,2903.25,34839,237
8.4808E+17,4434.5,53214,362
8.48127E+17,2903.25,34839,237
660036,2903.25,34839,237
44261171,6270.833333,75250,125
1.18932E+18,0,0,0
22176782,2903.25,34839,237
1.0643E+18,1894.666667,22736,56
9.25689E+17,2903.25,34839,237
1.02516E+18,1445.5,17346,118
8.58187E+17,24.5,294,2
9.27117E+17,3368.75,40425,275
1.02977E+18,2817.5,33810,230
39435765,0,0,0
1.02999E+18,1163.75,13965,95
1.03E+18,1163.75,13965,95
6.58477E+17,7851.75,94221,261
1.09712E+18,2903.25,34839,237
44048372,3622.666667,43472,286
5.64392E+17,2376.5,28518,194
9.40643E+17,1376.666667,16520,140
9.87655E+17,2903.25,34839,237
9.0311E+17,2903.25,34839,237
1.09712E+18,2903.25,34839,237
29851718,13238.33333,158860,188
9.69625E+17,7526.75,90321,161
1.11296E+18,845.25,10143,69
8.99E+17,2903.25,34839,237
838586,2903.25,34839,237
52262568,1720.833333,20650,59
8.23407E+17,2058,24696,72
841484,2903.25,34839,237
9.99233E+17,1176,14112,96
591565,2903.25,34839,237
1.06719E+18,3531,42372,107
9.27353E+17,3783.333333,45400,100
6.46116E+17,3181.5,38178,101
19812,747.25,8967,61
9.11615E+17,3405.5,40866,278
22368370,2903.25,34839,237
24140198,2903.25,34839,237
60457,2903.25,34839,237
1.16966E+18,88,1056,8
7.01981E+17,8986.666667,107840,320
862890,2903.25,34839,237
9.08902E+17,8626,103512,227
5.48618E+17,1393.333333,16720,152
50971404,1161.666667,13940,68
9.27065E+17,3368.75,40425,275
39435705,0,0,0
23979686,2903.25,34839,237
9357,1647.916667,19775,113
37940610,2903.25,34839,237
8.68217E+17,2903.25,34839,237
1.04893E+18,8064.5,96774,254
50488612,1251.25,15015,165
9.05821E+17,0,0,0
35988369,2352,28224,192
15381675,3090,37080,180
1.03718E+18,4434.5,53214,362
5882725,1819.166667,21830,118
8.35935E+17,4058.916667,48707,53
8.78485E+17,85.75,1029,7
263005,2903.25,34839,237
1.04893E+18,3270.75,39249,267
8.80492E+17,2903.25,34839,237
1.04919E+18,1176,14112,96
1171955,68.75,825,3
8.01712E+17,0,0,0
26639925,550,6600,132
8.82574E+17,2903.25,34839,237
292637,2903.25,34839,237
1.05583E+18,2903.25,34839,237
1.02307E+18,1797.083333,21565,95
1.05778E+18,0,0,0
9.65033E+17,0,0,0
30564887,4590.416667,55085,115
1.06733E+18,294,3528,24
1.19932E+18,6453.416667,77441,259
8.89554E+17,2903.25,34839,237
8.36607E+17,4116,49392,336
9.10786E+17,0,0,0
8.38394E+17,3344.25,40131,273
8.39607E+17,2903.25,34839,237
8.39542E+17,2903.25,34839,237
22188812,2903.25,34839,237
1.062E+18,0,0,0
47210401,7896,94752,288
1.17592E+18,1558.333333,18700,34
42207141,3258.5,39102,266
6.21136E+17,2933.333333,35200,110
723507,2903.25,34839,237
1.11153E+18,6706.333333,80476,124
6.99082E+17,3383.5,40602,101
50260094,1104,13248,144
1.06689E+18,2903.25,34839,237
8.89476E+17,2903.25,34839,237
50900377,108.3333333,1300,26
765563,0,0,0
44154818,2903.25,34839,237
1083888,2903.25,34839,237
8.89692E+17,2903.25,34839,237
8.90114E+17,3405.5,40866,278
16253413,1726.666667,20720,185
8.92064E+17,0,0,0
22862882,2903.25,34839,237
1.20752E+18,0,0,0
8.92946E+17,2903.25,34839,237
7.31363E+17,9397.833333,112774,226
5110541,2903.25,34839,237
2250790,2903.25,34839,237
1.06748E+18,2903.25,34839,237
40986283,2903.25,34839,237
1.06962E+18,306.25,3675,25
8.89567E+17,2903.25,34839,237
8.89567E+17,2903.25,34839,237
8.89502E+17,2903.25,34839,237
36554098,2903.25,34839,237
22192417,2903.25,34839,237
6.61125E+17,4301,51612,68
6.30864E+17,6137.083333,73645,103
8.91922E+17,2903.25,34839,237
40305281,2903.25,34839,237
1.08403E+18,3577,42924,292
1.08412E+18,2903.25,34839,237
9.65008E+17,2278.5,27342,186
2193902,1920,23040,96
38521947,2903.25,34839,237
4392596,2903.25,34839,237
4407557,2903.25,34839,237
1.12742E+18,2903.25,34839,237
5131879,2903.25,34839,237
2282085,2903.25,34839,237
2273733,2903.25,34839,237
9445789,0,0,0
6.91653E+17,9342.666667,112112,364
6.84717E+17,2770.833333,33250,175
42580405,2903.25,34839,237
4447904,2903.25,34839,237
2432545,2903.25,34839,237
9.50713E+17,3728.75,44745,157
5191617,2903.25,34839,237
1.12553E+18,2903.25,34839,237
5204458,2903.25,34839,237
2489920,2903.25,34839,237
2501809,2903.25,34839,237
2516430,2903.25,34839,237
4456555,2903.25,34839,237
41403642,2903.25,34839,237
336055,248,2976,93
22208373,1265,15180,330
2909461,2903.25,34839,237
3857180,2903.25,34839,237
2984662,2903.25,34839,237
3059273,2903.25,34839,237
3072242,2903.25,34839,237
3868100,2903.25,34839,237
17561119,2351.416667,28217,203
1.2175E+18,475.75,5709,11
2540173,2903.25,34839,237
2554110,2903.25,34839,237
4726941,2903.25,34839,237
2563997,2903.25,34839,237
2598087,2903.25,34839,237
9436038,700,8400,70
22207978,2903.25,34839,237
2695372,2903.25,34839,237
8.99915E+17,672.9166667,8075,95
41322811,2903.25,34839,237
51917088,1844,22128,48
1.13693E+18,562.0833333,6745,95
3739864,2903.25,34839,237
5185359,2903.25,34839,237
49553240,2903.25,34839,237
5313584,2903.25,34839,237
2722693,2903.25,34839,237
2821079,2903.25,34839,237
2847633,2903.25,34839,237
2854050,2903.25,34839,237
1.03067E+18,3436.5,41238,237
3167768,2903.25,34839,237
3191450,2903.25,34839,237
3171234,2903.25,34839,237
4727912,2903.25,34839,237
4792533,2903.25,34839,237
3272743,2903.25,34839,237
3985673,4177.25,50127,341
7.29815E+17,1350,16200,54
7.11561E+17,35.75,429,1
34197959,802.5,9630,214
6.88534E+17,133.5,1602,18
4003515,2903.25,34839,237
4547273,2903.25,34839,237
47880558,2903.25,34839,237
1.20546E+18,1229.666667,14756,238
32095900,6.666666667,80,2
4037379,2903.25,34839,237
22015654,2903.25,34839,237
53130026,2903.25,34839,237
1745358,2557.5,30690,186
1729286,2903.25,34839,237
3465651,266,3192,38
16449771,1541.666667,18500,185
4861859,4103.75,49245,335
3386746,2903.25,34839,237
8.90749E+17,187.5,2250,30
4076084,2903.25,34839,237
1.01893E+18,1242,14904,162
9.5784E+17,10171.25,122055,237
9416007,1627.5,19530,279
27430644,850,10200,204
1.01517E+18,142.6666667,1712,8
4891172,2903.25,34839,237
1864061,2903.25,34839,237
4891616,2903.25,34839,237
4902025,2903.25,34839,237
39087293,100,1200,24
3423516,2903.25,34839,237
1901357,2903.25,34839,237
23377713,2903.25,34839,237
4137414,2903.25,34839,237
1322432,2903.25,34839,237
1300950,2903.25,34839,237
7.51359E+17,0,0,0
1245479,0,0,0
1.08616E+18,1141.666667,13700,137
4857075,2903.25,34839,237
1712660,4312,51744,352
22482376,2903.25,34839,237
8.92682E+17,335.6666667,4028,38
4082357,2903.25,34839,237
7.41179E+17,628.3333333,7540,58
1810640,2903.25,34839,237
4592475,2903.25,34839,237
3448037,2903.25,34839,237
7.91171E+17,1330.666667,15968,32
4920912,2903.25,34839,237
4925368,2903.25,34839,237
4927910,2903.25,34839,237
1960045,2903.25,34839,237
50793849,1696,20352,212
22505480,2903.25,34839,237
1984390,2903.25,34839,237
1.16871E+18,1356.25,16275,31
2008122,2903.25,34839,237
3488989,2903.25,34839,237
53676368,1518.75,18225,225
4643192,2903.25,34839,237
4199411,2903.25,34839,237
3522329,2903.25,34839,237
8.22189E+17,981.3333333,11776,32
1628156,533.3333333,6400,32
4211276,2903.25,34839,237
13170159,0,0,0
2075526,2903.25,34839,237
2083547,2903.25,34839,237
22037644,2903.25,34839,237
22531866,2903.25,34839,237
1.04893E+18,10188.5,122262,287
1.07729E+18,20400,244800,360
28329004,10.5,126,1
7.30574E+17,441,5292,63
1.19446E+18,2278.5,27342,294
425423,175,2100,42
30071646,2903.25,34839,237
25511717,2903.25,34839,237
21852332,4125,49500,275
9.41527E+17,1138.5,13662,297
35384123,2032.916667,24395,287
44642468,700,8400,84
18895187,108.3333333,1300,26
1.08431E+18,304.3333333,3652,22
6726337,1330,15960,133
1.23486E+18,1433.75,17205,185
4917122,2903.25,34839,237
14351693,914.5,10974,177
1.17198E+18,15825.41667,189905,95
3539882,2903.25,34839,237
5002867,2903.25,34839,237
2079686,2903.25,34839,237
6.66708E+17,3989.333333,47872,136
2111336,2903.25,34839,237
3585309,2903.25,34839,237
2122613,2903.25,34839,237
1.04893E+18,8438.166667,101258,257
3619399,2903.25,34839,237
4693338,2903.25,34839,237
2137111,2903.25,34839,237
2141635,2903.25,34839,237
3637029,2903.25,34839,237
3655007,2903.25,34839,237
2183430,2903.25,34839,237
4350495,2903.25,34839,237
3666709,2903.25,34839,237
2186138,2903.25,34839,237
8.83302E+17,4446.166667,53354,259
6.61816E+17,177.5,2130,30
29829066,2903.25,34839,237
7.89446E+17,3942.583333,47311,253
4456312,884,10608,204
9.37952E+17,1833,21996,234
8.76713E+17,115.8333333,1390,10
21369232,810,9720,243
27949503,2903.25,34839,237
22381052,566.6666667,6800,170
12376365,1855,22260,318
1.23046E+18,56,672,7
5895056,1152.666667,13832,247
27906875,2303,27636,188
6.59318E+17,1260.416667,15125,275
49447624,0,0,0
34256727,156.25,1875,15
7.80591E+17,0,0,0
38522188,2167.5,26010,306
5.94365E+17,1300,15600,208
1.01466E+18,948.75,11385,253
394111,0,0,0
24758883,2903.25,34839,237
6.81367E+17,3033.333333,36400,208
238683,738.5,8862,211
6.91523E+17,820.75,9849,67
39058690,1718.75,20625,275
48921786,0,0,0
1.06874E+18,1920,23040,288
29655436,2903.25,34839,237
28041818,683.3333333,8200,205
7.75599E+17,0,0,0
21280280,383.5,4602,118
7.25374E+17,0,0,0
29981890,2903.25,34839,237
52304392,2700,32400,216
43358518,5141.75,61701,131
7.24719E+17,197.9166667,2375,19
28719621,2903.25,34839,237
1.02703E+18,1768,21216,221
29995977,2903.25,34839,237
50060238,1721.416667,20657,227
29083751,2903.25,34839,237
9.06602E+17,154,1848,21
52995360,1280,15360,96
8.51431E+17,0,0,0
7.81401E+17,48.66666667,584,4
7.41532E+17,304.5,3654,29
13004996,3368.75,40425,275
14281526,200,2400,16
5.08096E+17,0,0,0
5895082,1530,18360,306
40026658,2903.25,34839,237
36142198,1163.75,13965,95
42495863,2903.25,34839,237
47183756,561,6732,66
7094112,7479.166667,89750,359
6.24071E+17,2903.25,34839,237
1645667,536,6432,48
5999786,1371.75,16461,279
2435198,907.5,10890,242
30053410,54.16666667,650,10
7.24712E+17,312.5833333,3751,31
1.1354E+18,121,1452,12
389482,0,0,0
9295402,63.75,765,17
7.63766E+17,0,0,0
28042014,683.3333333,8200,205
7.26795E+17,5220.833333,62650,358
52011240,823.3333333,9880,152
8.039E+17,1300,15600,208
17624400,2903.25,34839,237
51614134,1316.166667,15794,298
1511303,2409.5,28914,237
19844482,3462.5,41550,277
45711426,2903.25,34839,237
51918710,2903.25,34839,237
5.7061E+17,4238.5,50862,346
46917182,1170.166667,14042,118
1.21805E+18,0,0,0
29384622,2903.25,34839,237
40292818,2253.333333,27040,208
1.20661E+18,2001,24012,207
45813469,3300.833333,39610,233
6.54375E+17,2024.75,24297,273
15845669,250,3000,30
31095373,1016.666667,12200,305
50117518,1229.833333,14758,314
9.5371E+17,1265,15180,276
1.02101E+18,2339.833333,28078,101
8.96939E+17,193.3333333,2320,16
15937310,22.5,270,5
8.78905E+17,930,11160,186
50126048,2004.166667,24050,185
5.89735E+17,0,0,0
9.43545E+17,520,6240,96
5.88434E+17,1137.5,13650,182
8.95547E+17,140,1680,24
1332473,0,0,0
8.99922E+17,17,204,4
2889377,1140,13680,285
1.01602E+18,1592,19104,96
44282642,1638.75,19665,171
26136583,2903.25,34839,237
27585318,2903.25,34839,237
29700761,2903.25,34839,237
8.83405E+17,1196,14352,299
8.57423E+17,806,9672,186
9026203,1615.833333,19390,277
1.05453E+18,481,5772,148
41402380,2903.25,34839,237
1.0107E+18,3700.166667,44402,298
14149046,252,3024,72
8.78866E+17,0,0,0
50504090,2903.25,34839,237
8.76664E+17,149.5,1794,13
32809387,418,5016,19
3258196,9143.75,109725,275
5.92923E+17,2062.5,24750,330
762426,2964.5,35574,242
8108376,1676.333333,20116,188
1.07928E+18,4459,53508,364
4125398,2903.25,34839,237
1.06252E+18,916.6666667,11000,110
2057480,2903.25,34839,237
6.85726E+17,4616.666667,55400,277
7.72767E+17,3272.5,39270,238
8.69914E+17,50,600,6
16860045,858.6666667,10304,224
5.76555E+17,2103.75,25245,255
12272376,0,0,0
9.64766E+17,360,4320,96
6.73371E+17,2881.666667,34580,364
46913873,6468.75,77625,345
7.72002E+17,1162.5,13950,186
6.25949E+17,0,0,0
1.1804E+18,931.3333333,11176,254
1.1753E+18,1979.166667,23750,95
1.04191E+18,800,9600,96
43336316,0,0,0
8.75733E+17,3,36,1
38707413,7.166666667,86,1
890794,36.75,441,3
220563,2903.25,34839,237
8.69436E+17,0,0,0
1.05004E+18,2903.25,34839,237
1.06401E+18,2903.25,34839,237
7.34508E+17,762.6666667,9152,26
7.00963E+17,1112.5,13350,89
8.23349E+17,670,8040,24
1.02028E+18,376,4512,96
1.03392E+18,6992,83904,276
1.03492E+18,1210,14520,121
45378043,2010,24120,268
8.88237E+17,2891.75,34701,269
8.28517E+17,806,9672,186
9.61103E+17,3200,38400,96
9665709,2903.25,34839,237
7262068,2903.25,34839,237
7348509,2903.25,34839,237
7686940,2903.25,34839,237
8042732,2903.25,34839,237
5935275,2903.25,34839,237
10562990,2903.25,34839,237
6246681,2903.25,34839,237
6326582,2903.25,34839,237
6599950,2903.25,34839,237
39861127,8169,98028,252
9.70498E+17,15,180,1
46470574,1837.5,22050,210
5.65956E+17,0,0,0
7.50631E+17,0,0,0
54067905,0,0,0
43946617,2047,24564,276
7.08883E+17,2903.25,34839,237
7.73027E+17,1568,18816,128
24833279,2281.666667,27380,185
8.76802E+17,59.75,717,3
46158284,184.1666667,2210,17
12221970,75,900,1
6.76691E+17,0,0,0
9.77617E+17,595,7140,102
30425770,0,0,0
9.91991E+17,1249.5,14994,102
9.97803E+17,800,9600,96
33589697,468.8333333,5626,29
6.81341E+17,4440.75,53289,191
38135970,130,1560,26
17899730,2805.5,33666,186
2530057,2903.25,34839,237
2531865,2903.25,34839,237
2660576,2903.25,34839,237
2702351,2903.25,34839,237
6.25153E+17,212.5,2550,30
1.14291E+18,2907,34884,153
6.83997E+17,0,0,0
7.17198E+17,34.75,417,3
8.03909E+17,1300,15600,208
25537456,2969.666667,35636,302
9.78957E+17,2903.25,34839,237
1.15235E+18,5505.5,66066,121
48331524,1531.25,18375,245
6.33987E+17,592,7104,12
24251237,2903.25,34839,237
1.11241E+18,1950.666667,23408,76
112304,2903.25,34839,237
9.53729E+17,1706.833333,20482,154
771430,4459,53508,364
1.0709E+18,2903.25,34839,237
8.92108E+17,2903.25,34839,237
45529209,2881,34572,268
4773286,2903.25,34839,237
45526083,2002.5,24030,267
8.0606E+17,883.3333333,10600,106
15943497,86.66666667,1040,20
7.59231E+17,0,0,0
1.06315E+18,880,10560,96
46246632,162.25,1947,11
22051863,2903.25,34839,237
22280404,2903.25,34839,237
1.21038E+18,12.25,147,1
22688059,2903.25,34839,237
7.36969E+17,2903.25,34839,237
21947012,2903.25,34839,237
22928216,2903.25,34839,237
24199400,2903.25,34839,237
22969403,2903.25,34839,237
29095078,2903.25,34839,237
29303036,2903.25,34839,237
28272634,2903.25,34839,237
28631715,2903.25,34839,237
28757927,2903.25,34839,237
26121109,2903.25,34839,237
27527118,2903.25,34839,237
39861293,8673,104076,252
13841200,2903.25,34839,237
1.1939E+18,3.583333333,43,1
1.21664E+18,729.5833333,8755,85
13614714,960,11520,120
1.17402E+18,1979.166667,23750,95
1.05388E+18,872,10464,96
1.18416E+18,1010.416667,12125,97
1.20321E+18,2507.5,30090,102
1.15144E+18,2800,33600,280
1.02168E+18,456,5472,96
1.23558E+18,0,0,0
1.15919E+18,15,180,1
51879474,1501,18012,237
8.76647E+17,2.916666667,35,1
52240531,258.6666667,3104,1
7.94072E+17,25,300,1
7210353,2491.5,29898,302
6.54214E+17,3633,43596,126
8.83377E+17,637.8333333,7654,86
4492821,2903.25,34839,237
4778638,2903.25,34839,237
3120723,2903.25,34839,237
49113515,15642.41667,187709,337
14236734,2903.25,34839,237
21518777,2903.25,34839,237
4643199,281.6666667,3380,26
48639884,2903.25,34839,237
21569360,2903.25,34839,237
21580765,2903.25,34839,237
22548780,2903.25,34839,237
23077115,2903.25,34839,237
8.99905E+17,2903.25,34839,237
22154118,2903.25,34839,237
8.38264E+17,0,0,0
1.0158E+18,2903.25,34839,237
21978019,2903.25,34839,237
9.33345E+17,2903.25,34839,237
773844,2903.25,34839,237
3220725,2903.25,34839,237
23714915,2903.25,34839,237
45659035,1423.333333,17080,244
2108237,2903.25,34839,237
4700082,2903.25,34839,237
7.43023E+17,3065.333333,36784,304
41496552,2100,25200,112
8.49355E+17,590,7080,59
42435000,2903.25,34839,237
48561129,2903.25,34839,237
45114711,343.75,4125,25
51287074,4385.5,52626,358
1.1908E+18,586.6666667,7040,32
6.89654E+17,453.25,5439,37
6.89648E+17,0,0,0
7.60091E+17,0,0,0
9.82813E+17,4209.25,50511,339
1.08285E+18,2288,27456,192
25167819,2903.25,34839,237
27758562,2903.25,34839,237
30731674,2903.25,34839,237
31339600,2903.25,34839,237
34199783,2903.25,34839,237
42916427,2903.25,34839,237
42049377,2903.25,34839,237
49360254,2903.25,34839,237
45385489,2903.25,34839,237
47528196,2903.25,34839,237
5.99453E+17,2717,32604,247
52329510,2903.25,34839,237
6.9486E+17,2887.5,34650,66
6.98368E+17,2903.25,34839,237
7.12192E+17,0,0,0
5.44718E+17,0,0,0
5.44727E+17,0,0,0
6.60817E+17,6875,82500,275
564649,2903.25,34839,237
9.99769E+17,1163.75,13965,95
1.00499E+18,2903.25,34839,237
19554564,688.5,8262,34
2752977,2903.25,34839,237
3971526,2903.25,34839,237
1934765,2903.25,34839,237
1.06349E+18,8.333333333,100,1
1.13576E+18,1947,23364,99
1.00517E+18,2173.75,26085,235
8.53293E+17,3.583333333,43,1
49814851,11.25,135,1
9.68146E+17,1134,13608,63
1.10246E+18,226.1666667,2714,23
6.57837E+17,952,11424,34
50943154,3055,36660,282
1.17402E+18,1979.166667,23750,95
7.98499E+17,7.5,90,1
1.17401E+18,1979.166667,23750,95
8.31071E+17,6197.5,74370,335
48809783,0,0,0
54214433,0,0,0
4956469,1346.666667,16160,202
1.17252E+18,453.75,5445,121
1.02028E+18,376,4512,96
7809878,75,900,12
1.21308E+18,2408.833333,28906,194
2183423,0,0,0
1.03553E+18,612,7344,153
8.75715E+17,3,36,1
53020212,1067.833333,12814,149
26641779,8079.166667,96950,277
1.09446E+18,1320,15840,96
1.18021E+18,0,0,0
7.89829E+17,0,0,0
1.20497E+18,2670,32040,267
1.05063E+18,410.6666667,4928,32
32450788,1125,13500,135
4525334,2291.666667,27500,275
7.82661E+17,2933.333333,35200,176
48247577,0,0,0
8.03378E+17,2167.75,26013,299
52872164,307.1666667,3686,38
1.139E+18,3055,36660,282
1.10666E+18,368,4416,96
43103808,1225,14700,140
38236354,192,2304,16
7.91365E+17,2903.25,34839,237
9.91634E+17,3.583333333,43,1
6.71595E+17,20,240,1
1.17401E+18,1979.166667,23750,95
53134187,70.08333333,841,29
8.68487E+17,3.583333333,43,1
15422083,646,7752,204
1.17529E+18,1979.166667,23750,95
1.18634E+18,459,5508,153
7.18037E+17,0,0,0
1.16236E+18,3.583333333,43,1
1.18039E+18,62.66666667,752,16
1.174E+18,1979.166667,23750,95
37532017,652.5,7830,87
1.0879E+18,3800,45600,96
6.63698E+17,0,0,0
1.02168E+18,456,5472,96
9.42184E+17,228.6666667,2744,8
19404654,7.333333333,88,1
6.60685E+17,2756.833333,33082,278
1.21743E+18,240.25,2883,31
9.42263E+17,577.9166667,6935,95
1.07754E+18,950,11400,95
1.05158E+18,1144,13728,96
52241459,15902.25,190827,273
1.19697E+18,9322.833333,111874,262
1.04011E+18,0,0,0
9.65816E+17,2556.166667,30674,98
49610749,1334.666667,16016,208
8.28731E+17,1897.5,22770,253
1.0107E+18,1087.5,13050,87
8.88341E+17,2322.833333,27874,362
25251220,652.5,7830,58
1.00417E+18,2062.333333,24748,269
50457687,804.75,9657,87
1.20381E+18,2143.75,25725,245
8.8696E+17,83.33333333,1000,2
9692740,2903.25,34839,237
11840057,2903.25,34839,237
49290285,2903.25,34839,237
13109817,2903.25,34839,237
8.16631E+17,1610,19320,276
13265459,2903.25,34839,237
1.22777E+18,0,0,0
27436322,2903.25,34839,237
7.514E+17,4083.333333,49000,175
8868762,2903.25,34839,237
1.04492E+18,12236,146832,276
10850091,2903.25,34839,237
12737335,2903.25,34839,237
6555997,2903.25,34839,237
13250303,2903.25,34839,237
11162475,2903.25,34839,237
1.10861E+18,2800,33600,96
18597408,2903.25,34839,237
1.14193E+18,536,6432,96
7546039,2903.25,34839,237
14619860,7920,95040,192
12249461,2903.25,34839,237
13145377,2903.25,34839,237
3339399,1836.833333,22042,107
12358117,2903.25,34839,237
8014087,2903.25,34839,237
12404820,2903.25,34839,237
10162752,2903.25,34839,237
39633382,7800,93600,312
5804170,2903.25,34839,237
6699725,2903.25,34839,237
11326009,2903.25,34839,237
8.63059E+17,987,11844,42
5869197,2903.25,34839,237
5881858,2903.25,34839,237
8645186,2903.25,34839,237
6131266,2903.25,34839,237
7031803,2903.25,34839,237
9616453,2903.25,34839,237
16408041,2903.25,34839,237
20572019,2903.25,34839,237
16686651,2903.25,34839,237
21078963,2903.25,34839,237
10611168,475,5700,57
18024380,2903.25,34839,237
16004776,3431.666667,41180,355
7.57724E+17,5491.25,65895,191
8.65486E+17,0,0,0
4947515,1372.666667,16472,58
16308331,2903.25,34839,237
29234058,2903.25,34839,237
48662231,2903.25,34839,237
52593840,0,0,0
25374003,2903.25,34839,237
26131183,2903.25,34839,237
32364753,2903.25,34839,237
32501820,2903.25,34839,237
30912539,2903.25,34839,237
46584138,2903.25,34839,237
43804955,2903.25,34839,237
34722584,4067,48804,332
51139891,2903.25,34839,237
30311099,2903.25,34839,237
1.03859E+18,4053.75,48645,141
43997034,3871,46452,316
9.65706E+17,4873,58476,132
18888585,2903.25,34839,237
13731797,2903.25,34839,237
13917029,2903.25,34839,237
19475058,2903.25,34839,237
15149762,2903.25,34839,237
48381528,2903.25,34839,237
19943440,2903.25,34839,237
20031317,2903.25,34839,237
1.17743E+18,2903.25,34839,237
20245126,2903.25,34839,237
16288234,2903.25,34839,237
20297560,2903.25,34839,237
6.22357E+17,4459,53508,364
2219294,2903.25,34839,237
2227377,2903.25,34839,237
8.00056E+17,3405.5,40866,278
6.99158E+17,2903.25,34839,237
1.06025E+18,16000,192000,96
4907206,2903.25,34839,237
856440,2903.25,34839,237
9.19611E+17,2903.25,34839,237
1.21922E+18,2006.666667,24080,301
43986573,775,9300,186
9.39887E+17,0,0,0
1.16683E+18,1000,12000,96
9.6541E+17,2609.25,31311,213
1.11167E+18,2500,30000,30
8.98535E+17,0,0,0
14529806,788.6666667,9464,56
5335792,2903.25,34839,237
16812429,1247,14964,29
1.15704E+18,8598.5,103182,174
5.90714E+17,120,1440,24
1.05311E+18,1034.666667,12416,97
6.8661E+17,3.75,45,1
38975498,4042.5,48510,294
45581450,3333.416667,40001,181
7.23473E+17,96.75,1161,27
31600379,1303.5,15642,158
7.60109E+17,5395.833333,64750,185
4058701,2903.25,34839,237
1137093,0,0,0
3593821,2903.25,34839,237
6.27554E+17,25,300,1
6.44893E+17,3737.5,44850,299
8.95682E+17,0,0,0
7.61355E+17,3741.25,44895,123
8.38644E+17,2041.25,24495,345
6.65822E+17,6.666666667,80,1
45430375,1698.666667,20384,208
43334707,2903.25,34839,237
42954820,2903.25,34839,237
36103414,2278.5,27342,186
40199757,2903.25,34839,237
38442158,2903.25,34839,237
42586350,2903.25,34839,237
41430114,2903.25,34839,237
43443260,2903.25,34839,237
1.22839E+18,0,0,0
6.78819E+17,3689.583333,44275,253
8.06209E+17,3000.5,36006,102
9.94346E+17,2100,25200,72
9.28902E+17,1451.666667,17420,134
1.10665E+18,368,4416,96
271694,2903.25,34839,237
1.03554E+18,10187.25,122247,153
378460,3626,43512,296
9.62486E+17,4459,53508,364
1.18989E+18,55.66666667,668,2
4520449,2903.25,34839,237
4822557,2903.25,34839,237
4546721,2903.25,34839,237
1.15228E+18,1224.5,14694,186
20970822,8.25,99,1
9.21842E+17,2565,30780,95
3603134,2903.25,34839,237
1.01765E+18,6540,78480,240
15385,1072,12864,134
33829619,110.4166667,1325,25
8.47116E+17,113.5833333,1363,29
1.23331E+18,28.33333333,340,5
9.79008E+17,368,4416,96
5301003,3622.166667,43466,206
49524149,22916.66667,275000,275
8.00719E+17,4.75,57,1
5069734,580.6666667,6968,104
35600877,998.75,11985,235
8.00723E+17,4.833333333,58,1
9.83329E+17,2944,35328,276
1.07375E+18,547.1666667,6566,98
9612035,0,0,0
7.5665E+17,766.5,9198,42
42067285,119,1428,28
4.97222E+17,5312.75,63753,237
1.11624E+18,4094.25,49131,309
9.76289E+17,695.75,8349,121
1.2041E+18,270.6666667,3248,58
8.30527E+17,545.8333333,6550,131
39859278,2043.5,24522,67
5.9354E+17,27.08333333,325,1
48324793,840.75,10089,177
47021215,989.75,11877,107
11971580,2903.25,34839,237
29416565,7424.166667,89090,302
7632128,2903.25,34839,237
7699037,2903.25,34839,237
1101224,2635,31620,186
7987306,2903.25,34839,237
10232344,2903.25,34839,237
8884004,2903.25,34839,237
10850026,2903.25,34839,237
45491829,1831.5,21978,222
16439353,2903.25,34839,237
1.02593E+18,5041.666667,60500,275
18828134,2903.25,34839,237
13659997,2903.25,34839,237
13669613,2903.25,34839,237
13681859,2903.25,34839,237
13688739,2903.25,34839,237
13740793,2903.25,34839,237
13880280,2903.25,34839,237
13881577,2903.25,34839,237
14167763,2903.25,34839,237
8.42332E+17,321,3852,18
1.17402E+18,1979.166667,23750,95
8.77831E+17,2979.166667,35750,275
8668115,4.166666667,50,1
7.16488E+17,0,0,0
1.04646E+18,824,9888,96
1.1689E+18,435.4166667,5225,95
1.09493E+18,2.833333333,34,1
